,发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度,事件编号
16854,2014-11-08 22:11:15,开,开,关,47°C,25%,35,0分钟,50°C,154
16855,2014-11-08 22:11:23,开,开,关,46°C,25%,35,5分钟,50°C,154
16856,2014-11-08 22:11:29,开,开,关,46°C,25%,33,5分钟,50°C,154
16857,2014-11-08 22:11:33,开,开,关,46°C,25%,35,5分钟,50°C,154
16858,2014-11-08 22:11:37,开,开,关,46°C,25%,33,5分钟,50°C,154
16859,2014-11-08 22:11:39,开,开,关,46°C,25%,35,5分钟,50°C,154
16860,2014-11-08 22:11:45,开,开,关,46°C,25%,33,5分钟,50°C,154
16861,2014-11-08 22:11:51,开,开,关,46°C,25%,35,5分钟,50°C,154
16862,2014-11-08 22:11:55,开,开,关,46°C,25%,33,5分钟,50°C,154
16863,2014-11-08 22:11:57,开,开,关,46°C,25%,35,5分钟,50°C,154
16864,2014-11-08 22:11:59,开,开,关,45°C,25%,35,7分钟,50°C,154
16865,2014-11-08 22:12:03,开,开,关,45°C,25%,33,7分钟,50°C,154
16866,2014-11-08 22:12:07,开,开,关,45°C,25%,33,6分钟,50°C,154
16867,2014-11-08 22:12:09,开,开,关,45°C,25%,35,6分钟,50°C,154
16868,2014-11-08 22:12:11,开,开,关,44°C,25%,35,8分钟,50°C,154
16869,2014-11-08 22:12:17,开,开,关,44°C,25%,33,8分钟,50°C,154
16870,2014-11-08 22:12:19,开,开,关,44°C,25%,35,8分钟,50°C,154
16871,2014-11-08 22:12:21,开,开,关,44°C,25%,33,8分钟,50°C,154
16872,2014-11-08 22:12:25,开,开,关,44°C,25%,35,8分钟,50°C,154
16873,2014-11-08 22:12:27,开,开,关,44°C,25%,33,8分钟,50°C,154
16874,2014-11-08 22:12:35,开,开,关,43°C,25%,35,9分钟,50°C,154
16875,2014-11-08 22:12:39,开,开,关,43°C,25%,33,9分钟,50°C,154
16876,2014-11-08 22:12:41,开,开,关,42°C,25%,33,11分钟,50°C,154
16877,2014-11-08 22:12:43,开,开,关,42°C,25%,35,11分钟,50°C,154
16878,2014-11-08 22:12:45,开,开,关,42°C,25%,33,11分钟,50°C,154
16879,2014-11-08 22:12:47,开,开,关,42°C,25%,35,11分钟,50°C,154
16880,2014-11-08 22:12:49,开,开,关,42°C,25%,33,11分钟,50°C,154
16881,2014-11-08 22:12:51,开,开,关,42°C,25%,35,11分钟,50°C,154
16882,2014-11-08 22:12:55,开,开,关,41°C,25%,35,12分钟,50°C,154
16883,2014-11-08 22:12:57,开,开,关,41°C,25%,27,12分钟,50°C,154
16884,2014-11-08 22:13:04,开,开,关,41°C,25%,30,12分钟,50°C,154
16885,2014-11-08 22:13:05,开,开,关,40°C,25%,30,14分钟,50°C,154
16886,2014-11-08 22:13:08,开,开,关,40°C,25%,28,14分钟,50°C,154
16887,2014-11-08 22:13:10,开,开,关,40°C,25%,31,14分钟,50°C,154
16888,2014-11-08 22:13:22,开,开,关,39°C,25%,30,15分钟,50°C,154
16889,2014-11-08 22:13:24,开,开,关,38°C,25%,36,17分钟,50°C,154
16890,2014-11-08 22:13:26,开,开,关,38°C,25%,35,16分钟,50°C,154
16891,2014-11-08 22:13:28,开,开,关,38°C,25%,33,16分钟,50°C,154
16892,2014-11-08 22:13:34,开,开,关,38°C,25%,35,16分钟,50°C,154
16893,2014-11-08 22:13:36,开,开,关,37°C,25%,36,18分钟,50°C,154
16894,2014-11-08 22:13:38,开,开,关,37°C,25%,35,18分钟,50°C,154
16895,2014-11-08 22:13:40,开,开,关,37°C,25%,33,18分钟,50°C,154
16896,2014-11-08 22:13:44,开,开,关,37°C,25%,35,18分钟,50°C,154
16897,2014-11-08 22:13:46,开,开,关,37°C,25%,36,18分钟,50°C,154
16898,2014-11-08 22:13:52,开,开,关,36°C,25%,35,19分钟,50°C,154
16899,2014-11-08 22:14:00,开,开,关,35°C,25%,35,21分钟,50°C,154
16900,2014-11-08 22:14:02,开,开,关,35°C,25%,16,21分钟,50°C,154
16951,2014-11-08 22:36:27,开,开,关,51°C,50%,47,0分钟,50°C,155
16952,2014-11-08 22:36:29,开,开,关,51°C,50%,48,0分钟,50°C,155
16953,2014-11-08 22:36:31,开,开,关,51°C,50%,50,0分钟,50°C,155
16954,2014-11-08 22:36:33,开,开,关,51°C,50%,47,0分钟,50°C,155
16955,2014-11-08 22:36:43,开,开,关,51°C,50%,42,0分钟,50°C,155
16956,2014-11-08 22:36:47,开,开,关,50°C,50%,65,0分钟,50°C,155
16957,2014-11-08 22:36:51,开,开,关,50°C,50%,45,0分钟,50°C,155
16958,2014-11-08 22:36:53,开,开,关,50°C,50%,46,0分钟,50°C,155
16959,2014-11-08 22:37:01,开,开,关,51°C,50%,45,0分钟,50°C,155
16960,2014-11-08 22:37:03,开,开,关,51°C,50%,46,0分钟,50°C,155
16961,2014-11-08 22:37:09,开,开,关,50°C,50%,43,0分钟,50°C,155
16962,2014-11-08 22:37:11,开,开,关,50°C,50%,46,0分钟,50°C,155
16963,2014-11-08 22:37:17,开,开,关,50°C,50%,45,0分钟,50°C,155
16964,2014-11-08 22:37:23,开,开,关,50°C,50%,45,0分钟,50°C,155
16965,2014-11-08 22:37:25,开,开,关,50°C,50%,48,0分钟,50°C,155
16966,2014-11-08 22:37:30,开,开,关,50°C,50%,45,0分钟,50°C,155
16967,2014-11-08 22:37:31,开,开,关,50°C,50%,45,0分钟,50°C,155
16968,2014-11-08 22:37:35,开,开,关,50°C,50%,43,0分钟,50°C,155
16969,2014-11-08 22:37:49,开,开,关,50°C,50%,25,0分钟,50°C,155
16970,2014-11-08 22:37:53,开,开,关,50°C,50%,23,0分钟,50°C,155
16971,2014-11-08 22:38:00,开,开,关,51°C,50%,23,0分钟,50°C,155
16972,2014-11-08 22:38:04,开,开,关,51°C,50%,22,0分钟,50°C,155
16973,2014-11-08 22:38:06,开,开,关,51°C,50%,23,0分钟,50°C,155
16974,2014-11-08 22:38:38,开,开,关,50°C,50%,23,0分钟,50°C,155
16975,2014-11-08 22:38:44,开,开,关,50°C,50%,22,0分钟,50°C,155
16976,2014-11-08 22:38:51,开,开,关,50°C,50%,22,0分钟,50°C,155
16977,2014-11-08 22:38:52,开,开,关,50°C,50%,23,0分钟,50°C,155
16978,2014-11-08 22:38:54,开,开,关,50°C,50%,22,0分钟,50°C,155
16979,2014-11-08 22:39:06,开,开,关,50°C,50%,23,0分钟,50°C,155
16980,2014-11-08 22:39:20,开,开,关,50°C,50%,27,0分钟,50°C,155
16981,2014-11-08 22:39:24,开,开,关,50°C,50%,26,0分钟,50°C,155
16982,2014-11-08 22:39:30,开,开,关,50°C,50%,27,0分钟,50°C,155
16983,2014-11-08 22:39:32,开,开,关,51°C,50%,26,0分钟,50°C,155
16984,2014-11-08 22:39:39,开,开,关,51°C,50%,27,0分钟,50°C,155
16985,2014-11-08 22:39:53,开,开,关,50°C,50%,27,0分钟,50°C,155
16986,2014-11-08 22:39:55,开,开,关,50°C,50%,26,0分钟,50°C,155
16987,2014-11-08 22:40:05,开,开,关,50°C,50%,27,0分钟,50°C,155
16988,2014-11-08 22:40:07,开,开,关,50°C,50%,26,0分钟,50°C,155
16989,2014-11-08 22:40:11,开,开,关,50°C,50%,27,0分钟,50°C,155
16990,2014-11-08 22:40:23,开,开,关,50°C,50%,27,0分钟,50°C,155
16991,2014-11-08 22:40:25,开,开,关,50°C,50%,26,0分钟,50°C,155
16992,2014-11-08 22:40:35,开,开,关,50°C,50%,26,0分钟,50°C,155
16993,2014-11-08 22:40:37,开,开,关,50°C,50%,27,0分钟,50°C,155
16994,2014-11-08 22:40:39,开,开,关,50°C,50%,26,0分钟,50°C,155
16995,2014-11-08 22:40:41,开,开,关,50°C,50%,27,0分钟,50°C,155
16996,2014-11-08 22:40:43,开,开,关,50°C,50%,26,0分钟,50°C,155
16997,2014-11-08 22:40:45,开,开,关,50°C,50%,27,0分钟,50°C,155
16998,2014-11-08 22:40:47,开,开,关,50°C,50%,26,0分钟,50°C,155
16999,2014-11-08 22:40:53,开,开,关,50°C,50%,26,0分钟,50°C,155
17000,2014-11-08 22:41:19,开,开,关,50°C,50%,27,0分钟,50°C,155
17001,2014-11-08 22:41:26,开,开,关,50°C,50%,26,0分钟,50°C,155
17002,2014-11-08 22:41:42,开,开,关,50°C,50%,26,0分钟,50°C,155
17003,2014-11-08 22:41:44,开,开,关,50°C,50%,25,0分钟,50°C,155
17004,2014-11-08 22:41:50,开,开,关,50°C,50%,26,0分钟,50°C,155
17005,2014-11-08 22:41:54,开,开,关,50°C,50%,25,0分钟,50°C,155
17006,2014-11-08 22:41:56,开,开,关,50°C,50%,26,0分钟,50°C,155
17007,2014-11-08 22:42:06,开,开,关,50°C,50%,25,0分钟,50°C,155
17008,2014-11-08 22:42:08,开,开,关,50°C,50%,26,0分钟,50°C,155
17009,2014-11-08 22:42:13,开,开,关,50°C,50%,26,0分钟,50°C,155
17010,2014-11-08 22:42:22,开,开,关,50°C,50%,25,0分钟,50°C,155
17011,2014-11-08 22:42:28,开,开,关,50°C,50%,26,0分钟,50°C,155
17012,2014-11-08 22:42:30,开,开,关,49°C,50%,25,1分钟,50°C,155
17013,2014-11-08 22:42:32,开,开,关,49°C,50%,26,1分钟,50°C,155
17014,2014-11-08 22:42:36,开,开,关,49°C,50%,25,1分钟,50°C,155
17015,2014-11-08 22:42:38,开,开,关,49°C,50%,26,1分钟,50°C,155
17016,2014-11-08 22:42:40,开,开,关,49°C,50%,25,1分钟,50°C,155
17017,2014-11-08 22:42:42,开,开,关,49°C,50%,26,1分钟,50°C,155
17018,2014-11-08 22:42:44,开,开,关,49°C,50%,25,1分钟,50°C,155
17019,2014-11-08 22:42:48,开,开,关,49°C,50%,26,1分钟,50°C,155
17020,2014-11-08 22:42:52,开,开,关,49°C,50%,25,1分钟,50°C,155
17021,2014-11-08 22:43:04,开,开,关,49°C,50%,25,0分钟,50°C,155
17022,2014-11-08 22:43:06,开,开,关,49°C,50%,26,0分钟,50°C,155
17023,2014-11-08 22:43:08,开,开,关,49°C,50%,25,0分钟,50°C,155
17024,2014-11-08 22:43:12,开,开,关,48°C,50%,25,2分钟,50°C,155
17025,2014-11-08 22:43:17,开,开,关,48°C,50%,26,2分钟,50°C,155
17030,2014-11-08 22:46:55,开,开,关,46°C,50%,36,5分钟,50°C,155
17031,2014-11-08 22:46:59,开,开,关,46°C,50%,58,5分钟,50°C,155
17032,2014-11-08 22:47:01,开,开,关,46°C,50%,57,5分钟,50°C,155
17047,2014-11-08 22:50:04,开,开,关,43°C,50%,10,9分钟,50°C,155
17212,2014-11-09 07:38:04,开,开,关,47°C,50%,25,4分钟,50°C,156
17213,2014-11-09 07:38:06,开,开,关,47°C,50%,21,4分钟,50°C,156
17226,2014-11-09 07:40:39,开,关,开,47°C,50%,8,0分钟,50°C,156
17276,2014-11-09 07:52:00,开,关,开,46°C,50%,8,0分钟,50°C,157
17507,2014-11-09 21:06:24,开,开,关,47°C,50%,61,4分钟,50°C,158
17508,2014-11-09 21:06:37,开,开,关,46°C,50%,61,5分钟,50°C,158
17509,2014-11-09 21:06:39,开,开,关,47°C,50%,62,4分钟,50°C,158
17510,2014-11-09 21:06:44,开,开,关,47°C,50%,62,4分钟,50°C,158
17511,2014-11-09 21:06:45,开,开,关,46°C,50%,61,5分钟,50°C,158
17512,2014-11-09 21:06:49,开,开,关,46°C,50%,62,5分钟,50°C,158
17513,2014-11-09 21:06:55,开,开,关,47°C,50%,62,4分钟,50°C,158
17514,2014-11-09 21:07:01,开,开,关,47°C,50%,63,4分钟,50°C,158
17515,2014-11-09 21:07:03,开,开,关,46°C,50%,62,5分钟,50°C,158
17516,2014-11-09 21:07:05,开,开,关,46°C,50%,63,5分钟,50°C,158
17517,2014-11-09 21:07:09,开,开,关,46°C,50%,62,5分钟,50°C,158
17518,2014-11-09 21:07:11,开,开,关,46°C,50%,63,5分钟,50°C,158
17519,2014-11-09 21:07:13,开,开,关,46°C,50%,62,5分钟,50°C,158
17520,2014-11-09 21:07:19,开,开,关,46°C,50%,63,5分钟,50°C,158
17521,2014-11-09 21:07:21,开,开,关,46°C,50%,62,5分钟,50°C,158
17522,2014-11-09 21:07:23,开,开,关,46°C,50%,63,5分钟,50°C,158
17523,2014-11-09 21:07:27,开,开,关,46°C,50%,62,5分钟,50°C,158
17524,2014-11-09 21:07:29,开,开,关,46°C,50%,61,5分钟,50°C,158
17525,2014-11-09 21:07:33,开,开,关,46°C,50%,63,5分钟,50°C,158
17526,2014-11-09 21:07:35,开,开,关,46°C,50%,61,5分钟,50°C,158
17527,2014-11-09 21:07:43,开,开,关,46°C,50%,62,5分钟,50°C,158
17528,2014-11-09 21:07:47,开,开,关,46°C,50%,62,4分钟,50°C,158
17529,2014-11-09 21:07:49,开,开,关,46°C,50%,63,4分钟,50°C,158
17530,2014-11-09 21:07:51,开,开,关,46°C,25%,62,4分钟,50°C,158
17531,2014-11-09 21:07:53,开,开,关,46°C,25%,63,4分钟,50°C,158
17532,2014-11-09 21:07:55,开,开,关,46°C,25%,62,4分钟,50°C,158
17533,2014-11-09 21:07:59,开,开,关,46°C,25%,61,4分钟,50°C,158
17534,2014-11-09 21:08:03,开,开,关,46°C,25%,62,4分钟,50°C,158
17535,2014-11-09 21:08:05,开,开,关,46°C,25%,63,4分钟,50°C,158
17536,2014-11-09 21:08:07,开,开,关,46°C,25%,62,4分钟,50°C,158
17537,2014-11-09 21:08:11,开,开,关,46°C,25%,63,4分钟,50°C,158
17538,2014-11-09 21:08:20,开,开,关,46°C,25%,62,4分钟,50°C,158
17539,2014-11-09 21:08:22,开,开,关,46°C,25%,36,4分钟,50°C,158
17764,2014-11-10 07:04:36,开,关,开,46°C,25%,8,0分钟,50°C,159
17766,2014-11-10 09:09:19,开,开,关,46°C,25%,26,5分钟,50°C,160
17767,2014-11-10 09:09:21,开,开,关,46°C,25%,25,5分钟,50°C,160
17795,2014-11-10 11:01:57,开,关,开,50°C,50%,18,0分钟,50°C,161
17796,2014-11-10 11:01:59,开,开,关,50°C,50%,18,0分钟,50°C,161
17843,2014-11-10 12:37:11,开,关,开,49°C,50%,18,0分钟,50°C,162
17844,2014-11-10 12:37:15,开,开,关,49°C,50%,20,1分钟,50°C,162
17846,2014-11-10 12:37:25,开,开,关,49°C,50%,22,1分钟,50°C,162
17896,2014-11-10 13:08:41,开,关,开,48°C,50%,8,0分钟,50°C,163
17997,2014-11-10 15:49:12,开,开,关,47°C,50%,35,4分钟,50°C,164
17998,2014-11-10 15:49:14,开,开,关,47°C,50%,36,4分钟,50°C,164
17999,2014-11-10 15:49:20,开,开,关,47°C,50%,50,4分钟,50°C,164
18000,2014-11-10 15:49:24,开,开,关,47°C,50%,50,3分钟,50°C,164
18001,2014-11-10 15:49:26,开,开,关,47°C,50%,48,3分钟,50°C,164
18002,2014-11-10 15:49:28,开,开,关,47°C,50%,50,3分钟,50°C,164
18003,2014-11-10 15:49:30,开,开,关,47°C,50%,48,3分钟,50°C,164
18004,2014-11-10 15:49:36,开,开,关,47°C,50%,50,3分钟,50°C,164
18005,2014-11-10 15:49:38,开,开,关,47°C,50%,48,3分钟,50°C,164
18006,2014-11-10 15:49:40,开,开,关,47°C,50%,50,3分钟,50°C,164
18007,2014-11-10 15:49:42,开,开,关,47°C,50%,51,3分钟,50°C,164
18008,2014-11-10 15:49:47,开,开,关,47°C,50%,48,3分钟,50°C,164
18009,2014-11-10 15:50:00,开,开,关,47°C,50%,50,3分钟,50°C,164
18010,2014-11-10 15:50:01,开,开,关,47°C,50%,28,3分钟,50°C,164
18011,2014-11-10 15:50:21,开,开,关,47°C,50%,30,3分钟,50°C,164
18012,2014-11-10 15:50:23,开,开,关,47°C,50%,28,2分钟,50°C,164
18013,2014-11-10 15:50:29,开,开,关,47°C,50%,30,2分钟,50°C,164
18014,2014-11-10 15:50:31,开,开,关,47°C,50%,28,2分钟,50°C,164
18015,2014-11-10 15:50:35,开,开,关,47°C,50%,30,2分钟,50°C,164
18016,2014-11-10 15:50:37,开,开,关,47°C,50%,28,2分钟,50°C,164
18017,2014-11-10 15:50:41,开,开,关,47°C,50%,30,2分钟,50°C,164
18018,2014-11-10 15:50:43,开,开,关,47°C,50%,28,2分钟,50°C,164
18019,2014-11-10 15:50:47,开,开,关,47°C,50%,30,2分钟,50°C,164
18020,2014-11-10 15:50:49,开,开,关,47°C,50%,28,2分钟,50°C,164
18021,2014-11-10 15:50:53,开,开,关,47°C,50%,30,2分钟,50°C,164
18022,2014-11-10 15:50:55,开,开,关,47°C,50%,28,2分钟,50°C,164
18023,2014-11-10 15:51:03,开,开,关,47°C,50%,30,2分钟,50°C,164
18024,2014-11-10 15:51:05,开,开,关,47°C,50%,28,2分钟,50°C,164
18025,2014-11-10 15:51:21,开,开,关,47°C,50%,30,2分钟,50°C,164
18026,2014-11-10 15:51:23,开,开,关,47°C,50%,28,1分钟,50°C,164
18027,2014-11-10 15:51:25,开,开,关,47°C,50%,31,1分钟,50°C,164
18028,2014-11-10 15:51:40,开,开,关,47°C,50%,30,1分钟,50°C,164
18029,2014-11-10 15:51:44,开,开,关,47°C,50%,30,1分钟,50°C,164
18030,2014-11-10 15:51:46,开,开,关,47°C,50%,31,1分钟,50°C,164
18031,2014-11-10 15:51:50,开,开,关,47°C,50%,28,1分钟,50°C,164
18032,2014-11-10 15:51:52,开,开,关,47°C,50%,31,1分钟,50°C,164
18033,2014-11-10 15:52:02,开,开,关,47°C,50%,30,1分钟,50°C,164
18034,2014-11-10 15:52:04,开,开,关,47°C,50%,28,1分钟,50°C,164
18035,2014-11-10 15:52:08,开,开,关,47°C,50%,30,1分钟,50°C,164
18036,2014-11-10 15:52:10,开,开,关,47°C,50%,28,1分钟,50°C,164
18037,2014-11-10 15:52:22,开,开,关,47°C,50%,30,1分钟,50°C,164
18038,2014-11-10 15:52:28,开,开,关,47°C,50%,30,0分钟,50°C,164
18039,2014-11-10 15:52:30,开,开,关,47°C,50%,20,0分钟,50°C,164
18040,2014-11-10 15:52:32,开,开,关,46°C,50%,27,5分钟,50°C,164
18041,2014-11-10 15:52:34,开,开,关,46°C,50%,26,5分钟,50°C,164
18042,2014-11-10 15:52:40,开,开,关,46°C,50%,22,5分钟,50°C,164
18043,2014-11-10 15:52:42,开,开,关,46°C,50%,23,5分钟,50°C,164
18044,2014-11-10 15:52:58,开,开,关,47°C,50%,22,4分钟,50°C,164
18045,2014-11-10 15:53:00,开,开,关,47°C,50%,23,3分钟,50°C,164
18046,2014-11-10 15:53:02,开,开,关,46°C,50%,21,5分钟,50°C,164
18047,2014-11-10 15:53:10,开,开,关,46°C,50%,22,5分钟,50°C,164
18048,2014-11-10 15:53:12,开,开,关,46°C,50%,17,5分钟,50°C,164
18049,2014-11-10 15:53:14,开,开,关,47°C,50%,20,4分钟,50°C,164
18050,2014-11-10 15:53:19,开,开,关,47°C,50%,18,4分钟,50°C,164
18051,2014-11-10 15:53:20,开,开,关,46°C,50%,20,5分钟,50°C,164
18052,2014-11-10 15:53:22,开,开,关,46°C,50%,21,5分钟,50°C,164
18053,2014-11-10 15:53:27,开,开,关,46°C,50%,20,5分钟,50°C,164
18054,2014-11-10 15:53:29,开,开,关,46°C,50%,21,5分钟,50°C,164
18055,2014-11-10 15:53:33,开,开,关,46°C,50%,20,5分钟,50°C,164
18056,2014-11-10 15:53:35,开,开,关,46°C,50%,21,5分钟,50°C,164
18057,2014-11-10 15:53:37,开,开,关,46°C,50%,20,5分钟,50°C,164
18058,2014-11-10 15:53:45,开,开,关,46°C,50%,22,5分钟,50°C,164
18059,2014-11-10 15:53:47,开,开,关,46°C,50%,23,5分钟,50°C,164
18060,2014-11-10 15:53:49,开,开,关,46°C,50%,31,5分钟,50°C,164
18061,2014-11-10 15:54:01,开,开,关,46°C,50%,23,5分钟,50°C,164
18062,2014-11-10 15:54:07,开,开,关,46°C,50%,23,4分钟,50°C,164
18063,2014-11-10 15:54:09,开,开,关,46°C,50%,22,4分钟,50°C,164
18064,2014-11-10 15:54:11,开,开,关,46°C,50%,23,4分钟,50°C,164
18065,2014-11-10 15:54:13,开,开,关,46°C,50%,22,4分钟,50°C,164
18066,2014-11-10 15:54:17,开,开,关,46°C,50%,23,4分钟,50°C,164
18067,2014-11-10 15:54:27,开,开,关,46°C,50%,22,4分钟,50°C,164
18068,2014-11-10 15:54:42,开,开,关,46°C,50%,23,4分钟,50°C,164
18069,2014-11-10 15:54:45,开,开,关,46°C,50%,22,4分钟,50°C,164
18070,2014-11-10 15:54:51,开,开,关,46°C,50%,23,4分钟,50°C,164
18071,2014-11-10 15:54:53,开,开,关,46°C,50%,22,4分钟,50°C,164
18072,2014-11-10 15:54:55,开,开,关,46°C,50%,23,4分钟,50°C,164
18073,2014-11-10 15:54:57,开,开,关,46°C,50%,22,4分钟,50°C,164
18074,2014-11-10 15:55:01,开,开,关,46°C,50%,23,4分钟,50°C,164
18075,2014-11-10 15:55:03,开,开,关,46°C,50%,22,3分钟,50°C,164
18076,2014-11-10 15:55:11,开,开,关,46°C,50%,23,3分钟,50°C,164
18077,2014-11-10 15:55:18,开,开,关,46°C,50%,22,3分钟,50°C,164
18078,2014-11-10 15:55:22,开,开,关,46°C,50%,23,3分钟,50°C,164
18079,2014-11-10 15:55:26,开,开,关,46°C,50%,22,3分钟,50°C,164
18080,2014-11-10 15:55:50,开,开,关,46°C,50%,26,3分钟,50°C,164
18081,2014-11-10 15:55:52,开,开,关,46°C,50%,27,3分钟,50°C,164
18082,2014-11-10 15:55:54,开,开,关,46°C,50%,26,3分钟,50°C,164
18083,2014-11-10 15:55:56,开,开,关,46°C,50%,25,3分钟,50°C,164
18084,2014-11-10 15:55:58,开,开,关,46°C,50%,26,3分钟,50°C,164
18085,2014-11-10 15:56:00,开,开,关,46°C,50%,27,3分钟,50°C,164
18086,2014-11-10 15:56:02,开,开,关,46°C,50%,26,3分钟,50°C,164
18087,2014-11-10 15:56:18,开,开,关,46°C,50%,26,2分钟,50°C,164
18088,2014-11-10 15:56:20,开,开,关,46°C,50%,27,2分钟,50°C,164
18089,2014-11-10 15:56:28,开,开,关,46°C,50%,26,2分钟,50°C,164
18090,2014-11-10 15:56:30,开,开,关,46°C,50%,25,2分钟,50°C,164
18091,2014-11-10 15:56:32,开,开,关,46°C,50%,26,2分钟,50°C,164
18092,2014-11-10 15:56:38,开,开,关,45°C,50%,26,7分钟,50°C,164
18093,2014-11-10 15:57:15,开,开,关,45°C,50%,26,6分钟,50°C,164
18094,2014-11-10 15:57:17,开,开,关,45°C,50%,25,6分钟,50°C,164
18095,2014-11-10 15:57:21,开,开,关,45°C,50%,26,6分钟,50°C,164
18096,2014-11-10 15:57:25,开,开,关,44°C,25%,26,8分钟,50°C,164
18097,2014-11-10 15:57:27,开,开,关,44°C,25%,25,8分钟,50°C,164
18098,2014-11-10 15:57:29,开,开,关,44°C,25%,26,8分钟,50°C,164
18099,2014-11-10 15:57:31,开,开,关,44°C,25%,27,8分钟,50°C,164
18100,2014-11-10 15:57:45,开,开,关,44°C,25%,26,8分钟,50°C,164
18101,2014-11-10 15:57:47,开,开,关,44°C,25%,25,8分钟,50°C,164
18102,2014-11-10 15:57:51,开,开,关,44°C,25%,26,8分钟,50°C,164
18103,2014-11-10 15:57:53,开,开,关,43°C,25%,26,9分钟,50°C,164
18104,2014-11-10 15:57:55,开,开,关,43°C,25%,27,9分钟,50°C,164
18105,2014-11-10 15:58:15,开,开,关,43°C,25%,26,9分钟,50°C,164
18106,2014-11-10 15:58:29,开,开,关,42°C,25%,26,11分钟,50°C,164
18107,2014-11-10 15:58:31,开,开,关,42°C,25%,25,11分钟,50°C,164
18108,2014-11-10 15:58:33,开,开,关,42°C,25%,26,11分钟,50°C,164
18109,2014-11-10 15:58:48,开,开,关,41°C,25%,26,12分钟,50°C,164
18110,2014-11-10 15:58:50,开,开,关,41°C,25%,25,12分钟,50°C,164
18111,2014-11-10 15:58:58,开,开,关,41°C,25%,26,12分钟,50°C,164
18112,2014-11-10 15:59:04,开,开,关,40°C,25%,26,14分钟,50°C,164
18113,2014-11-10 15:59:06,开,开,关,40°C,25%,25,14分钟,50°C,164
18114,2014-11-10 15:59:08,开,开,关,40°C,25%,26,14分钟,50°C,164
18115,2014-11-10 15:59:10,开,开,关,40°C,25%,25,14分钟,50°C,164
18116,2014-11-10 15:59:12,开,开,关,39°C,25%,27,15分钟,50°C,164
18117,2014-11-10 15:59:14,开,开,关,39°C,25%,25,15分钟,50°C,164
18118,2014-11-10 15:59:16,开,开,关,39°C,25%,26,15分钟,50°C,164
18119,2014-11-10 15:59:18,开,开,关,39°C,25%,27,15分钟,50°C,164
18120,2014-11-10 15:59:24,开,开,关,38°C,25%,26,17分钟,50°C,164
18121,2014-11-10 15:59:28,开,开,关,38°C,25%,26,16分钟,50°C,164
18122,2014-11-10 15:59:30,开,开,关,38°C,25%,27,16分钟,50°C,164
18123,2014-11-10 15:59:40,开,开,关,38°C,25%,26,16分钟,50°C,164
18124,2014-11-10 15:59:50,开,开,关,37°C,25%,26,18分钟,50°C,164
18125,2014-11-10 15:59:52,开,开,关,37°C,25%,27,18分钟,50°C,164
18126,2014-11-10 15:59:54,开,开,关,36°C,25%,26,19分钟,50°C,164
18127,2014-11-10 15:59:56,开,开,关,36°C,25%,27,19分钟,50°C,164
18128,2014-11-10 16:00:04,开,开,关,36°C,25%,26,19分钟,50°C,164
18129,2014-11-10 16:00:16,开,开,关,35°C,25%,26,21分钟,50°C,164
18130,2014-11-10 16:00:18,开,开,关,35°C,25%,27,21分钟,50°C,164
18131,2014-11-10 16:00:20,开,开,关,35°C,25%,26,21分钟,50°C,164
18132,2014-11-10 16:00:22,开,开,关,35°C,25%,27,20分钟,50°C,164
18133,2014-11-10 16:00:33,开,开,关,34°C,25%,26,22分钟,50°C,164
18134,2014-11-10 16:00:34,开,开,关,34°C,25%,25,22分钟,50°C,164
18135,2014-11-10 16:00:41,开,开,关,34°C,25%,26,22分钟,50°C,164
18136,2014-11-10 16:00:47,开,开,关,33°C,25%,26,24分钟,50°C,164
18137,2014-11-10 16:00:49,开,开,关,33°C,25%,26,23分钟,50°C,164
18138,2014-11-10 16:00:53,开,开,关,33°C,25%,27,23分钟,50°C,164
18139,2014-11-10 16:01:05,开,开,关,32°C,25%,26,25分钟,50°C,164
18140,2014-11-10 16:01:11,开,开,关,31°C,25%,26,26分钟,50°C,164
18141,2014-11-10 16:01:13,开,开,关,31°C,25%,12,26分钟,50°C,164
18198,2014-11-10 16:25:27,开,开,关,50°C,50%,42,0分钟,50°C,165
18199,2014-11-10 16:25:31,开,开,关,50°C,50%,47,0分钟,50°C,165
18200,2014-11-10 16:25:33,开,开,关,50°C,50%,48,0分钟,50°C,165
18201,2014-11-10 16:25:35,开,开,关,50°C,50%,50,0分钟,50°C,165
18202,2014-11-10 16:25:37,开,开,关,50°C,50%,48,0分钟,50°C,165
18203,2014-11-10 16:25:41,开,开,关,50°C,50%,50,0分钟,50°C,165
18204,2014-11-10 16:25:43,开,开,关,50°C,50%,48,0分钟,50°C,165
18205,2014-11-10 16:25:49,开,开,关,50°C,50%,50,0分钟,50°C,165
18206,2014-11-10 16:25:50,开,开,关,50°C,50%,48,0分钟,50°C,165
18207,2014-11-10 16:25:51,开,开,关,50°C,50%,50,0分钟,50°C,165
18208,2014-11-10 16:25:53,开,开,关,50°C,50%,48,0分钟,50°C,165
18209,2014-11-10 16:25:57,开,开,关,50°C,50%,50,0分钟,50°C,165
18210,2014-11-10 16:25:59,开,开,关,50°C,50%,48,0分钟,50°C,165
18211,2014-11-10 16:26:05,开,开,关,50°C,50%,50,0分钟,50°C,165
18212,2014-11-10 16:26:07,开,开,关,50°C,50%,51,0分钟,50°C,165
